2025-10-08 10:27:52,860 - APP.persistence.log_handler - INFO - Đã cấu hình logging xoay vòng. File log: Log\app_debug.log, Size: 5MB, Backups: 5
2025-10-08 10:27:52,861 - APP.persistence.log_handler - DEBUG - Hoàn tất thiết lập logging cho ứng dụng.
2025-10-08 10:27:52,861 - __main__ - INFO - Ứng dụng đang khởi động...
2025-10-08 10:27:53,007 - APP.ui.app_ui - DEBUG - Bắt đầu khởi tạo AppUI.
2025-10-08 10:27:53,009 - APP.utils.threading_utils - INFO - Khởi tạo ThreadPoolExecutor với tối đa 10 luồng.
2025-10-08 10:27:53,010 - APP.ui.app_ui - DEBUG - Khởi tạo các biến Tkinter.
2025-10-08 10:27:53,012 - APP.utils.general_utils - DEBUG - Bắt đầu deobfuscate text với salt.
2025-10-08 10:27:53,013 - APP.utils.general_utils - DEBUG - Tạo machine key.
2025-10-08 10:27:53,013 - APP.utils.general_utils - DEBUG - Đã tạo machine key. Độ dài: 32 bytes.
2025-10-08 10:27:53,014 - APP.utils.general_utils - DEBUG - Thực hiện XOR bytes.
2025-10-08 10:27:53,014 - APP.utils.general_utils - DEBUG - Đã deobfuscate text thành công.
2025-10-08 10:27:53,015 - APP.ui.app_ui - DEBUG - Các biến Tkinter đã được khởi tạo.
2025-10-08 10:27:53,017 - APP.services.news_service - DEBUG - Luồng nền NewsService bắt đầu, chờ 2 giây để config được tải.
2025-10-08 10:27:53,017 - APP.services.news_service - INFO - Dịch vụ nền NewsService đã được khởi động.
2025-10-08 10:27:53,020 - APP.ui.utils.timeframe_detector - DEBUG - TimeframeDetector đã được khởi tạo và biên dịch 9 mẫu regex.
2025-10-08 10:27:53,020 - APP.ui.utils.ui_builder - DEBUG - Bắt đầu build_ui.
2025-10-08 10:27:53,119 - APP.ui.components.chart_tab - DEBUG - Bắt đầu hàm __init__ của ChartTab.
2025-10-08 10:27:53,120 - APP.ui.components.chart_tab - DEBUG - Bắt đầu hàm _init_vars.
2025-10-08 10:27:53,120 - APP.ui.components.chart_tab - DEBUG - Kết thúc hàm _init_vars.
2025-10-08 10:27:53,122 - APP.ui.components.chart_tab - DEBUG - Bắt đầu hàm _build_controls.
2025-10-08 10:27:53,127 - APP.services.mt5_service - DEBUG - Bắt đầu get_all_symbols.
2025-10-08 10:27:53,128 - APP.services.mt5_service - DEBUG - Bắt đầu ensure_initialized. Path: None
2025-10-08 10:27:53,128 - APP.services.mt5_service - DEBUG - Bắt đầu connect MT5. Path: None
2025-10-08 10:27:53,147 - APP.services.mt5_service - INFO - Kết nối MT5 thành công.
2025-10-08 10:27:53,149 - APP.services.mt5_service - DEBUG - Kết thúc connect MT5.
2025-10-08 10:27:53,150 - APP.services.mt5_service - DEBUG - Kết thúc ensure_initialized. Kết quả: True
2025-10-08 10:27:53,159 - APP.services.mt5_service - DEBUG - Đã lấy được 357 symbols.
2025-10-08 10:27:53,166 - APP.ui.components.chart_tab - DEBUG - Kết thúc hàm _build_controls.
2025-10-08 10:27:53,181 - matplotlib.font_manager - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2025-10-08 10:27:53,189 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-10-08 10:27:53,192 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2025-10-08 10:27:53,194 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBol.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-10-08 10:27:53,196 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-10-08 10:27:53,197 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-10-08 10:27:53,204 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-10-08 10:27:53,209 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-10-08 10:27:53,212 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05
2025-10-08 10:27:53,214 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-10-08 10:27:53,215 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFiveSymReg.ttf', name='STIXSizeFiveSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-10-08 10:27:53,218 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmsy10.ttf', name='cmsy10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-10-08 10:27:53,219 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='C:\\tool\\app_gemini-1\\.venv\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
